ID,Category,Question,Option1,Option2,Option3,Option4,Answer,Hint
q_3787,"Databases","In a database, what does the term 'Form' refer to?","A hardware port","A network protocol","A web browser","A database structural element","A database structural element","Tables, records, keys and queries are database elements."
q_3788,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Forest Act","Computer Crimes Act No. 24 of 2007","Traffic Act","Housing Act","Computer Crimes Act No. 24 of 2007","Look for Computer/Electronic/Intellectual Property laws."
q_3789,"Databases","In a database, what does the term 'Primary Key' refer to?","A hardware port","A database structural element","A web browser","A network protocol","A database structural element","Tables, records, keys and queries are database elements."
q_3790,"Health/Security","Which of the following is a cyber security threat?","Virus","Backup","Antivirus","Firewall","Virus","Threats are malicious software or attacks."
q_3791,"Programming (Pascal)","Identify the valid Pascal keyword from the options:","While..Do","Login","WiFi","System32","While..Do","It is part of Pascal language keywords."
q_3792,"Programming (Pascal)","Which of the following is a reserved keyword in Pascal?","Login","System32","WiFi","Char","Char","It is part of Pascal language keywords."
q_3793,"Logic Gates","Which logic gate performs a Boolean logic operation?","BIOS","NAND","USB","SSD","NAND","Logic gates operate on TRUE/FALSE values."
q_3794,"Programming (Pascal)","Which of the following is a reserved keyword in Pascal?","System32","Login","Begin","WiFi","Begin","It is part of Pascal language keywords."
q_3795,"Logic Gates","Which logic gate performs a Boolean logic operation?","USB","SSD","BIOS","AND","AND","Logic gates operate on TRUE/FALSE values."
q_3796,"ICT Applications","The term 'Smart Agriculture' is associated with which field?","ICT Applications","Data Representation","Networking","Logic Gates","ICT Applications","Think about how technology helps society."
q_3797,"Data Representation","Which storage unit is valid and commonly used?","Volt","Terabyte (TB)","Hertz","Pixel","Terabyte (TB)","Think about file sizes (KB, MB, GB)."
q_3798,"Data Representation","Which storage unit is valid and commonly used?","Pixel","Volt","Kilobyte (KB)","Hertz","Kilobyte (KB)","Think about file sizes (KB, MB, GB)."
q_3799,"Data Representation","Which standard is used for character encoding?","HTML","EBCDIC","TCP/IP","HTTP","EBCDIC","It maps characters to numbers."
q_3800,"Web Development","Which HTML tag is used to define the root of an HTML document?","[link]","<html>","<invalid>","{code}","<html>","HTML tags start with < and end with >."
q_3801,"Networking","Which term is related to computer networking?","Keyboard","TCP/IP","Printer","Monitor","TCP/IP","It relates to connectivity or web addresses."
q_3802,"Operating Systems","What is a primary function of an Operating System?","Photo Editing","Web Browsing","Emailing","Memory Management","Memory Management","Think about managing resources and maintenance."
q_3803,"Data Representation","Which standard is used for character encoding?","HTML","HTTP","ASCII","TCP/IP","ASCII","It maps characters to numbers."
q_3804,"Databases","In a database, what does the term 'Query' refer to?","A web browser","A database structural element","A hardware port","A network protocol","A database structural element","Tables, records, keys and queries are database elements."
q_3805,"ICT Applications","Which of the following is a common application of ICT in modern society?","Pascal Syntax","CPU Architecture","ATM","Binary Logic","ATM","Think about how technology helps society."
q_3806,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Forest Act","Traffic Act","Housing Act","Intellectual Property Act","Intellectual Property Act","Look for Computer/Electronic/Intellectual Property laws."
q_3807,"Networking","Which term is related to computer networking?","Printer","IP Address","Keyboard","Monitor","IP Address","It relates to connectivity or web addresses."
q_3808,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Gaming","Testing & Debugging","Printing","Data Entry","Testing & Debugging","It is a step in building software."
q_3809,"Logic Gates","Which logic gate performs a Boolean logic operation?","AND","BIOS","USB","SSD","AND","Logic gates operate on TRUE/FALSE values."
q_3810,"Logic Gates","Which logic gate performs a Boolean logic operation?","NOR","SSD","BIOS","USB","NOR","Logic gates operate on TRUE/FALSE values."
q_3811,"Logic Gates","Which logic gate performs a Boolean logic operation?","SSD","USB","AND","BIOS","AND","Logic gates operate on TRUE/FALSE values."
q_3812,"Health/Security","Which of the following is a cyber security threat?","Worm","Backup","Firewall","Antivirus","Worm","Threats are malicious software or attacks."
q_3813,"Databases","In a database, what does the term 'Field' refer to?","A web browser","A database structural element","A network protocol","A hardware port","A database structural element","Tables, records, keys and queries are database elements."
q_3814,"Logic Gates","Which logic gate performs a Boolean logic operation?","SSD","USB","BIOS","NOR","NOR","Logic gates operate on TRUE/FALSE values."
q_3815,"Logic Gates","Which logic gate performs a Boolean logic operation?","BIOS","OR","SSD","USB","OR","Logic gates operate on TRUE/FALSE values."
q_3816,"Web Development","Which HTML tag is used to insert a line break?","[link]","{code}","<invalid>","<br>","<br>","HTML tags start with < and end with >."
q_3817,"ICT Applications","Which of the following is a common application of ICT in modern society?","Online Banking","Pascal Syntax","Binary Logic","CPU Architecture","Online Banking","Think about how technology helps society."
q_3818,"Web Development","Which HTML tag is used to create a hyperlink?","<invalid>","{code}","<a>","[link]","<a>","HTML tags start with < and end with >."
q_3819,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Gaming","Printing","Testing & Debugging","Data Entry","Testing & Debugging","It is a step in building software."
q_3820,"Databases","In a database, what does the term 'Record' refer to?","A database structural element","A hardware port","A web browser","A network protocol","A database structural element","Tables, records, keys and queries are database elements."
q_3821,"Legal/Ethical","Which Act in Sri Lanka governs aspects of ICT?","Electronic Transactions Act","Traffic Act","Housing Act","Forest Act","Electronic Transactions Act","Look for Computer/Electronic/Intellectual Property laws."
q_3822,"Logic Gates","Which logic gate performs a Boolean logic operation?","USB","AND","BIOS","SSD","AND","Logic gates operate on TRUE/FALSE values."
q_3823,"Web Development","Which HTML tag is used to define the document body?","[link]","<invalid>","{code}","<body>","<body>","HTML tags start with < and end with >."
q_3824,"SDLC","Which of the following is a phase in the Systems Development Life Cycle?","Deployment","Data Entry","Gaming","Printing","Deployment","It is a step in building software."
q_3825,"Health/Security","Which of the following is a cyber security threat?","Firewall","Phishing","Antivirus","Backup","Phishing","Threats are malicious software or attacks."
q_3826,"Operating Systems","What is a primary function of an Operating System?","Web Browsing","Emailing","Process Management","Photo Editing","Process Management","Think about managing resources and maintenance."
q_3827,"Networking","Which term is related to computer networking?","Client-Server","Monitor","Keyboard","Printer","Client-Server","It relates to connectivity or web addresses."
q_3828,"Web Development","Which HTML tag is used to create a table?","<table>","{code}","<invalid>","[link]","<table>","HTML tags start with < and end with >."
q_3829,"Databases","In a database, what does the term 'Report' refer to?","A database structural element","A web browser","A network protocol","A hardware port","A database structural element","Tables, records, keys and queries are database elements."
q_3830,"ICT Applications","Which of the following is a common application of ICT in modern society?","Smart Agriculture","CPU Architecture","Binary Logic","Pascal Syntax","Smart Agriculture","Think about how technology helps society."
q_3831,"Hardware","Select the device used to send data INTO the computer:","Speaker","Plotter","Inkjet Printer","Microphone","Microphone","Input devices send data INTO the computer."
q_3832,"Operating Systems","What is a primary function of an Operating System?","Photo Editing","User Interface","Emailing","Web Browsing","User Interface","Think about managing resources and maintenance."
q_3833,"Databases","In a database, what does the term 'Report' refer to?","A network protocol","A web browser","A database structural element","A hardware port","A database structural element","Tables, records, keys and queries are database elements."
q_3834,"Databases","In a database, what does the term 'Query' refer to?","A hardware port","A network protocol","A web browser","A database structural element","A database structural element","Tables, records, keys and queries are database elements."
